1st Term GPA,2nd Term GPA,First Language,Funding,School,Fast Track,Coop,Residency,Gender,Prev Education,Age Group,High School Average Mark,Math Score,English Grade,FirstYearPersistence
2.416667,0.0,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,19 to 20,77.0,26.0,Level-140,1.0
0.0,,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,19 to 20,95.0,45.0,Level-160,0.0
4.238095,4.318182,Other,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,41 to 50,,43.0,Level-141,1.0
3.42,2.277778,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,31 to 35,83.0,31.0,Level-170,1.0
3.230769,3.021739,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
2.729167,2.84,English,Intl Regular,6.0,No,Yes,International,Female,HighSchool,19 to 20,,38.0,Level-160,1.0
,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,80.0,31.0,Level-160,0.0
1.55,1.105263,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,73.0,18.0,Level-161,1.0
2.5,2.5,English,Apprentice_PS,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,70.0,20.0,Level-170,1.0
1.34375,3.142857,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,77.0,19.0,Level-160,1.0
3.38,3.875,English,Apprentice_PS,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,63.0,,Level-160,1.0
2.630435,2.821429,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,0 to 18,,46.0,Level-171,1.0
4.119048,3.3,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,48.0,Level-161,1.0
0.176471,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,57.0,,,0.0
3.954545,4.0,Other,GPOG_FT,6.0,No,Yes,Domestic,Female,PostSecondary,31 to 35,,48.0,Level-161,1.0
4.104167,3.7,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-171,1.0
2.119048,2.68,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
1.785714,,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,21 to 25,73.0,20.0,Level-170,0.0
3.619048,3.738095,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,41 to 50,78.0,37.0,Level-170,1.0
2.36,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,68.0,27.0,Level-160,0.0
3.23913,3.44,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-170,1.0
3.97619,3.96,,Intl Transfer,6.0,No,No,International,Male,0,21 to 25,,49.0,Level-161,1.0
3.264706,3.5,,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,44.0,Level-141,1.0
3.36,2.44,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,77.0,33.0,Level-161,1.0
3.4375,3.681818,English,GPOG_FT,6.0,No,Yes,Domestic,Male,0,21 to 25,92.0,41.0,Level-170,1.0
3.6,2.638889,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,77.0,,Level-170,1.0
0.47619,,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,81.0,31.0,Level-170,0.0
3.645833,3.305556,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,19 to 20,95.0,46.0,Level-171,1.0
2.886364,,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,82.0,34.0,Level-170,0.0
1.525,1.84375,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,79.0,17.0,Level-170,1.0
1.571429,1.710526,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,73.0,32.0,Level-170,1.0
2.72,0.909091,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,63.0,16.0,Level-161,1.0
3.847826,3.7,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-170,1.0
3.729167,3.761905,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,21 to 25,98.0,38.0,Level-170,1.0
0.0,,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,36 to 40,,,Level-160,0.0
4.173913,3.557692,English,Apprentice_PS,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,91.0,27.0,Level-160,1.0
0.375,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,71.0,25.0,Level-140,0.0
4.195652,4.115385,English,Apprentice_PS,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,85.0,41.0,Level-160,1.0
4.25,3.925,,Intl Regular,6.0,No,No,International,Female,HighSchool,26 to 30,,,Level-171,1.0
2.25,2.666667,English,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,19 to 20,73.0,20.0,Level-160,1.0
3.0625,3.5625,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,0 to 18,,48.0,Level-161,1.0
3.26087,3.714286,English,GPOG_FT,6.0,No,Yes,Domestic,Male,0,19 to 20,82.0,41.0,Level-160,1.0
2.863636,3.125,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,36 to 40,,17.0,Level-170,1.0
4.166667,4.444444,Other,Intl Regular,6.0,No,No,International,Female,HighSchool,26 to 30,,43.0,Level-171,1.0
2.176471,2.361111,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,25.0,13.0,Level-140,1.0
2.92,2.25,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,87.0,42.0,Level-170,1.0
3.84,3.28,Other,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,21 to 25,,,Level-160,1.0
3.904762,4.022727,Other,Second Career Program,6.0,No,No,Domestic,Male,HighSchool,31 to 35,,47.0,Level-141,1.0
0.0,3.7,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,26 to 30,79.0,25.0,Level-170,1.0
3.5,3.08,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-171,1.0
4.134615,4.347826,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,47.0,Level-170,1.0
3.7,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,85.0,,Level-170,1.0
2.833333,,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,21 to 25,105.0,,,0.0
4.107143,4.111111,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,21 to 25,96.0,,Level-170,1.0
3.225,2.652174,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,72.0,33.0,Level-140,1.0
3.272727,2.727273,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,84.0,25.0,Level-160,1.0
2.909091,2.795455,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,76.0,38.0,Level-160,1.0
2.055556,2.153846,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
4.23913,4.45,,Intl Regular,6.0,No,No,International,Female,HighSchool,19 to 20,,49.0,Level-171,1.0
2.615385,2.34,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-170,1.0
3.97619,3.847826,Other,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,0 to 18,85.0,29.0,Level-170,1.0
2.9,2.625,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,19 to 20,,34.0,Level-161,1.0
2.690476,3.111111,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-170,1.0
4.083333,3.980769,Other,Intl Regular,6.0,Yes,Yes,International,Female,HighSchool,21 to 25,,,Level-170,1.0
4.304348,3.673077,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,46.0,Level-161,1.0
2.52,3.225,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,73.0,26.0,Level-170,1.0
3.973684,3.75,Other,Second Career Program,6.0,No,No,Domestic,Male,0,36 to 40,,39.0,Level-171,1.0
4.125,3.275,Other,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,21 to 25,,,Level-170,1.0
1.675,2.5,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-161,1.0
2.82,2.270833,English,Apprentice_PS,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,48.0,,Level-170,1.0
0.727273,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,36 to 40,75.0,24.0,Level-170,0.0
3.388889,3.44,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-170,1.0
3.065217,2.631579,English,Intl Regular,6.0,No,Yes,International,Male,HighSchool,26 to 30,,21.0,Level-160,1.0
3.108696,3.22,Other,Second Career Program,6.0,No,No,Domestic,Male,0,41 to 50,,19.0,Level-161,1.0
4.0,3.94,Other,GPOG_FT,6.0,No,Yes,Domestic,Female,PostSecondary,21 to 25,,45.0,Level-161,1.0
3.108696,2.611111,Other,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,21 to 25,,,Level-170,1.0
2.28,1.913043,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,72.0,24.0,Level-160,1.0
2.217391,1.263158,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,19 to 20,69.0,16.0,Level-160,1.0
0.0,,Other,Intl Regular,6.0,No,No,International,Female,HighSchool,0 to 18,,,Level-161,0.0
2.434783,2.0,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,0 to 18,,34.0,Level-161,1.0
3.428571,3.875,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,21 to 25,,19.0,Level-160,1.0
4.0,3.75,,Intl Regular,6.0,No,No,International,Male,HighSchool,31 to 35,,,Level-171,1.0
3.68,3.583333,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,80.0,34.0,Level-170,1.0
4.35,3.96,English,GPOG_FT,6.0,Yes,No,Domestic,Female,PostSecondary,21 to 25,98.0,,Level-170,0.0
0.818182,,English,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,19 to 20,58.0,15.0,Level-160,0.0
4.108696,4.1,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,0 to 18,,46.0,Level-171,1.0
2.4,2.590909,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-160,1.0
3.295455,2.761905,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-171,1.0
3.083333,2.019231,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-161,1.0
2.28,2.42,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
3.125,3.075,Other,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,41 to 50,,,Level-161,1.0
3.934783,3.880952,Other,Intl Regular,6.0,No,No,International,Female,PostSecondary,21 to 25,,45.0,Level-161,1.0
3.26,3.111111,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,85.0,26.0,Level-170,1.0
3.3,3.547619,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-170,1.0
3.6,2.5,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,43.0,Level-170,1.0
2.9375,2.711538,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
3.913043,3.452381,Other,Intl Regular,6.0,No,Yes,International,Male,HighSchool,0 to 18,,45.0,Level-161,1.0
2.68,2.5,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
3.76087,3.74,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-171,1.0
3.826087,3.522727,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,31 to 35,91.0,33.0,Level-141,1.0
2.413043,1.3,Other,Intl Regular,6.0,No,No,International,Female,HighSchool,0 to 18,,25.0,Level-161,1.0
2.375,2.954545,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,31 to 35,,,Level-160,1.0
3.326087,2.62,Other,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,21 to 25,,,Level-170,1.0
4.041667,4.333333,Other,Intl Regular,6.0,No,Yes,International,Male,HighSchool,21 to 25,,49.0,Level-171,1.0
4.173913,4.282609,,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,44.0,Level-161,1.0
3.785714,,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,49.0,Level-171,0.0
1.96,1.764706,English,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,0 to 18,75.0,16.0,Level-161,1.0
3.608696,3.613636,English,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,19 to 20,73.0,21.0,Level-170,1.0
3.222222,3.423077,Other,Intl Regular,6.0,Yes,Yes,International,Female,HighSchool,21 to 25,,,Level-141,1.0
1.270833,,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,44.0,,0.0
3.738095,2.454545,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,21 to 25,,39.0,Level-171,1.0
3.210526,1.431818,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,65.0,20.0,Level-161,1.0
2.772727,3.214286,,Intl Regular,6.0,No,No,International,Female,HighSchool,21 to 25,,49.0,Level-161,1.0
3.595238,2.236842,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,21 to 25,81.0,19.0,Level-171,1.0
3.3,3.1,English,Intl Regular,6.0,No,No,International,Male,PostSecondary,31 to 35,,,,1.0
2.44,2.652174,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,84.0,30.0,Level-160,1.0
2.375,2.818182,English,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,0 to 18,70.0,26.0,Level-170,0.0
2.166667,2.590909,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-161,1.0
4.173913,3.891304,,Intl Regular,6.0,No,No,International,Male,0,19 to 20,,48.0,Level-161,1.0
2.282609,0.0,English,Apprentice_PS,6.0,No,Yes,Domestic,Male,HighSchool,21 to 25,74.0,32.0,Level-161,1.0
3.333333,3.442308,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
1.35,0.0,,Intl Regular,6.0,No,No,International,Male,HighSchool,19 to 20,,46.0,Level-161,1.0
2.913043,2.772727,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
0.363636,0.0,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,21 to 25,85.0,42.0,Level-160,1.0
1.92,0.25,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,73.0,23.0,Level-170,1.0
3.652174,3.82,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-170,1.0
1.636364,0.863636,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,79.0,42.0,Level-160,1.0
4.02,3.478261,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,81.0,37.0,Level-160,1.0
1.913043,1.233333,English,Apprentice_PS,6.0,No,Yes,Domestic,Male,HighSchool,21 to 25,64.0,,Level-170,0.0
3.386364,2.25,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,84.0,,,1.0
3.76087,4.027778,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,21 to 25,88.0,40.0,Level-170,1.0
4.5,4.409091,Other,GPOG_FT,6.0,No,Yes,Domestic,Female,PostSecondary,31 to 35,100.0,50.0,Level-171,1.0
2.925,2.222222,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,19 to 20,74.0,26.0,Level-170,0.0
2.03125,,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,31 to 35,,,Level-170,0.0
4.282609,3.722222,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,0 to 18,92.0,46.0,Level-170,1.0
4.369565,3.880952,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,41 to 50,,43.0,Level-160,1.0
2.805556,2.519231,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-160,1.0
0.142857,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,0,21 to 25,55.0,,,0.0
2.071429,2.545455,,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,21 to 25,,,Level-161,1.0
4.0625,4.16,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,48.0,Level-161,1.0
3.233333,3.78125,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,21 to 25,,49.0,Level-161,1.0
4.434783,4.380952,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,0 to 18,99.0,29.0,Level-170,1.0
2.94,3.25,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,,21.0,Level-170,1.0
2.54,2.75,Other,Intl Regular,6.0,Yes,Yes,International,Male,PostSecondary,26 to 30,,,Level-171,1.0
1.730769,2.363636,Other,Intl Regular,6.0,No,Yes,International,Female,HighSchool,19 to 20,73.0,47.0,Level-171,1.0
3.684211,2.85,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,88.0,27.0,Level-160,1.0
1.357143,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,62.0,23.0,Level-160,1.0
3.42,2.636364,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
4.108696,4.14,English,GPOG_FT,6.0,Yes,Yes,Domestic,Female,PostSecondary,36 to 40,,,Level-170,1.0
2.847826,0.825,English,GPOG_FT,6.0,No,No,Domestic,Male,0,0 to 18,81.0,37.0,Level-170,1.0
1.86,2.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,71.0,28.0,Level-170,1.0
2.472222,1.26,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,19.0,Level-161,0.0
4.28,4.068182,English,GPOG_FT,6.0,No,Yes,Domestic,Female,PostSecondary,21 to 25,97.0,20.0,Level-170,1.0
3.673913,3.714286,Other,Intl Regular,6.0,No,No,International,Female,PostSecondary,19 to 20,,40.0,Level-141,1.0
4.304348,4.166667,,Intl Regular,6.0,No,No,International,Female,HighSchool,21 to 25,,48.0,Level-161,1.0
3.434783,3.134615,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-161,1.0
3.208333,2.565217,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
3.88,3.863636,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,69.0,34.0,Level-170,1.0
1.5625,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,55.0,18.0,Level-170,0.0
3.452381,2.142857,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-170,1.0
4.045455,4.434783,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,19 to 20,,,,1.0
1.15,1.815789,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,26 to 30,,25.0,Level-161,1.0
3.85,4.022727,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-160,1.0
3.673913,3.461538,,Intl Regular,6.0,No,Yes,International,Male,HighSchool,19 to 20,,48.0,Level-161,1.0
2.894737,2.740741,Other,Intl Regular,6.0,Yes,Yes,International,Male,PostSecondary,26 to 30,,,Level-160,1.0
3.888889,3.5,Other,GPOG_FT,6.0,Yes,No,Domestic,Female,PostSecondary,31 to 35,,,,1.0
,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,65.0,17.0,Level-170,0.0
1.125,1.0625,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,65.0,14.0,Level-160,0.0
2.131579,2.981481,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-171,1.0
0.705882,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,62.0,24.0,Level-161,0.0
1.761905,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,74.0,,Level-141,1.0
3.02381,2.772727,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,39.0,Level-141,1.0
3.368421,3.456522,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,87.0,,Level-161,1.0
3.36,3.56,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,21 to 25,92.0,44.0,Level-161,1.0
2.625,2.8,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
0.0,,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,19 to 20,,16.0,Level-161,0.0
3.73913,3.315789,,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,24.0,Level-170,1.0
3.825,3.666667,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
0.0,,English,GPOG_FT,6.0,No,No,Domestic,Male,0,19 to 20,50.0,20.0,Level-160,0.0
3.76,4.1,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,41 to 50,,46.0,Level-161,1.0
1.261905,0.964286,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,74.0,17.0,Level-170,0.0
3.473684,2.909091,English,Second Career Program,6.0,No,No,Domestic,Male,PostSecondary,31 to 35,,22.0,Level-170,1.0
2.9,2.825,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,74.0,36.0,Level-171,1.0
3.56,3.477273,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,84.0,19.0,Level-171,1.0
2.6,2.433333,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,70.0,39.0,Level-170,1.0
,,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,21 to 25,72.0,20.0,Level-170,0.0
3.0,3.952381,,Intl Regular,6.0,No,No,International,Female,HighSchool,21 to 25,,46.0,Level-141,1.0
3.0625,3.282609,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,0 to 18,,48.0,Level-171,1.0
4.295455,4.078947,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,31 to 35,,45.0,Level-171,1.0
3.4,3.096154,Other,Intl Regular,6.0,No,No,International,Male,0,21 to 25,,46.0,Level-161,1.0
2.46,2.56,,Intl Regular,6.0,No,No,International,Male,HighSchool,19 to 20,,44.0,Level-161,1.0
3.630435,3.26,,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,26 to 30,,49.0,Level-161,1.0
3.225,1.90625,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,19 to 20,75.0,32.0,Level-170,0.0
2.76087,2.229167,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,71.0,34.0,Level-170,1.0
3.5,3.42,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,26 to 30,,,Level-171,1.0
2.333333,2.634615,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-160,1.0
4.136364,3.977273,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,89.0,40.0,Level-160,1.0
4.047619,3.76,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,88.0,47.0,Level-170,1.0
2.65,3.05,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,84.0,21.0,Level-170,1.0
1.578947,2.1,English,GPOG_FT,6.0,Yes,No,Domestic,Male,PostSecondary,21 to 25,,,,1.0
3.261905,2.956522,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,88.0,30.0,Level-170,1.0
4.214286,4.071429,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,21 to 25,,37.0,Level-170,1.0
3.86,4.340909,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,19 to 20,87.0,47.0,Level-171,0.0
3.1,3.022727,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
2.5625,2.068182,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,43.0,Level-161,1.0
4.105263,4.159091,English,Second Career Program,6.0,No,No,Domestic,Male,0,51 to 60,,32.0,Level-170,1.0
4.369565,4.5,Other,Apprentice_PS,6.0,No,Yes,Domestic,Male,PostSecondary,26 to 30,85.0,46.0,Level-171,1.0
2.956522,2.704545,Other,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,21 to 25,,,Level-160,1.0
4.181818,3.714286,Other,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,21 to 25,,35.0,Level-171,1.0
4.357143,4.5,English,GPOG_FT,6.0,No,Yes,Domestic,Female,PostSecondary,31 to 35,,50.0,Level-170,1.0
3.214286,3.068182,,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,44.0,Level-171,1.0
0.727273,0.692308,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,71.0,27.0,Level-170,1.0
3.8125,3.547619,Other,Intl Regular,6.0,No,Yes,International,Male,PostSecondary,0 to 18,,46.0,Level-171,1.0
2.642857,3.104167,,Intl Transfer,6.0,No,No,International,Male,HighSchool,21 to 25,,43.0,Level-141,1.0
3.73913,2.7,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-170,1.0
3.14,3.7,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,77.0,33.0,Level-170,1.0
3.826087,3.7,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-161,1.0
3.690476,2.625,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,44.0,Level-161,1.0
3.909091,3.318182,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,21 to 25,,24.0,Level-161,1.0
3.309524,3.631579,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,78.0,20.0,Level-170,1.0
1.833333,,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,44.0,Level-161,0.0
3.34,3.42,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,72.0,16.0,Level-140,1.0
3.1,3.5,English,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,19 to 20,84.0,,Level-170,1.0
4.184211,3.975,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,82.0,30.0,Level-170,1.0
4.25,3.865385,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-161,1.0
2.75,2.875,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,19 to 20,87.0,40.0,Level-170,1.0
0.761905,,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,73.0,25.0,Level-160,0.0
2.5,2.545455,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,19 to 20,,25.0,Level-161,0.0
